Id,Name,Rating,Current Price,Original Price,Discount,Features,,,
751,Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter,4.1,"45,490","67,200",32%,"Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",,,
752,Voltas 1.5 Ton 5 Star Split Inverter AC,3.9,"38,990","75,990",48%,Annual Power Usage: 751.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
753,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi,4.1,"36,990","55,400",33%,"Annual Power Usage: 1002.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
754,MarQ by Flipkart 2024 Range 1 Ton 3 Star Split Inverter 4,4.1,"26,490","47,999",44%,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
755,LG AI Convertible 6,4.1,"37,690","78,990",52%,"Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",,,
756,Blue Star 1.5 Ton 5 Star Split Inverter AC,4.1,"43,990","74,000",40%,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",,,
757,ONIDA 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"33,490","50,900",34%,Annual Power Usage: 779.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,,,
758,Voltas 2 Ton 3 Star Split Inverter AC,3.9,"43,990","79,990",45%,Annual Power Usage: 1207.93 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
759,IFB AI Convertible 8,3.8,"39,990","71,990",44%,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
760,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,3.9,"35,990","61,250",41%,"Annual Power Usage: 1006.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",,,
761,Lloyd 1.5 Ton 5 Star Split Inverter AC,4.1,"39,990","66,990",40%,Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
762,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 5 Star Split Inverter AC with Wi...",4.1,"44,990","63,400",29%,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
763,Lloyd 1.5 Ton 3 Star Split Inverter AC,4.1,"32,990","58,990",44%,Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
764,Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4,4.1,"29,990","48,000",37%,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
765,SAMSUNG Convertible 5,4.1,"32,990","62,390",47%,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
766,SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi,4,"45,490","72,990",37%,Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
767,CARRIER 2024 Model AI Flexicool Convertible 6,3.9,"34,990","67,790",48%,"Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
768,CARRIER 1 Ton 3 Star Split Inverter AC,3.9,"29,990","56,990",47%,"Annual Power Usage: 704.46 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
769,CARRIER 2024 Model AI Flexicool Convertible 6,4.2,"41,990","76,090",44%,"Annual Power Usage: 754.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
770,MarQ by Flipkart 2024 Range 1.5 Ton 3 Star Split Inverter 4,4.1,"28,490","50,999",44%,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
771,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4,4.1,"31,490","59,999",47%,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
772,IFB AI Convertible 8,3.8,"34,990","62,990",44%,"Annual Power Usage: 991.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
773,Daikin 2023 Model 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter,4.1,"36,990","58,400",36%,Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board),,,
774,Voltas 1.5 Ton 3 Star Split Inverter AC,3.9,"32,990","62,990",47%,Annual Power Usage: 975.26 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
775,Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter,4.1,"45,490","67,200",32%,"Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",,,
776,Voltas 1.5 Ton 5 Star Split Inverter AC,3.9,"38,990","75,990",48%,Annual Power Usage: 751.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
777,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi,4.1,"36,990","55,400",33%,"Annual Power Usage: 1002.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
778,MarQ by Flipkart 2024 Range 1 Ton 3 Star Split Inverter 4,4.1,"26,490","47,999",44%,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
779,LG AI Convertible 6,4.1,"37,690","78,990",52%,"Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",,,
780,Blue Star 1.5 Ton 5 Star Split Inverter AC,4.1,"43,990","74,000",40%,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",,,
781,ONIDA 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"33,490","50,900",34%,Annual Power Usage: 779.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,,,
782,Voltas 2 Ton 3 Star Split Inverter AC,3.9,"43,990","79,990",45%,Annual Power Usage: 1207.93 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
783,IFB AI Convertible 8,3.8,"39,990","71,990",44%,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
784,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,3.9,"35,990","61,250",41%,"Annual Power Usage: 1006.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",,,
785,Lloyd 1.5 Ton 5 Star Split Inverter AC,4.1,"39,990","66,990",40%,Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
786,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 5 Star Split Inverter AC with Wi...",4.1,"44,990","63,400",29%,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
787,Lloyd 1.5 Ton 3 Star Split Inverter AC,4.1,"32,990","58,990",44%,Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
788,Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4,4.1,"29,990","48,000",37%,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
789,SAMSUNG Convertible 5,4.1,"32,990","62,390",47%,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
790,SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi,4,"45,490","72,990",37%,Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
791,CARRIER 2024 Model AI Flexicool Convertible 6,3.9,"34,990","67,790",48%,"Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
792,CARRIER 1 Ton 3 Star Split Inverter AC,3.9,"29,990","56,990",47%,"Annual Power Usage: 704.46 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
793,CARRIER 2024 Model AI Flexicool Convertible 6,4.2,"41,990","76,090",44%,"Annual Power Usage: 754.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
794,MarQ by Flipkart 2024 Range 1.5 Ton 3 Star Split Inverter 4,4.1,"28,490","50,999",44%,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
795,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4,4.1,"31,490","59,999",47%,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
796,IFB AI Convertible 8,3.8,"34,990","62,990",44%,"Annual Power Usage: 991.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
797,Daikin 2023 Model 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter,4.1,"36,990","58,400",36%,Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board),,,
798,Voltas 1.5 Ton 3 Star Split Inverter AC,3.9,"32,990","62,990",47%,Annual Power Usage: 975.26 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
799,Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter,4.1,"45,490","67,200",32%,"Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",,,
800,Voltas 1.5 Ton 5 Star Split Inverter AC,3.9,"38,990","75,990",48%,Annual Power Usage: 751.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
801,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi,4.1,"36,990","55,400",33%,"Annual Power Usage: 1002.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
802,MarQ by Flipkart 2024 Range 1 Ton 3 Star Split Inverter 4,4.1,"26,490","47,999",44%,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
803,LG AI Convertible 6,4.1,"37,690","78,990",52%,"Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",,,
804,Blue Star 1.5 Ton 5 Star Split Inverter AC,4.1,"43,990","74,000",40%,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",,,
805,ONIDA 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"33,490","50,900",34%,Annual Power Usage: 779.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,,,
806,Voltas 2 Ton 3 Star Split Inverter AC,3.9,"43,990","79,990",45%,Annual Power Usage: 1207.93 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
807,IFB AI Convertible 8,3.8,"39,990","71,990",44%,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
808,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,3.9,"35,990","61,250",41%,"Annual Power Usage: 1006.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",,,
809,Lloyd 1.5 Ton 5 Star Split Inverter AC,4.1,"39,990","66,990",40%,Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
810,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 5 Star Split Inverter AC with Wi...",4.1,"44,990","63,400",29%,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
811,Lloyd 1.5 Ton 3 Star Split Inverter AC,4.1,"32,990","58,990",44%,Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
812,Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4,4.1,"29,990","48,000",37%,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
813,SAMSUNG Convertible 5,4.1,"32,990","62,390",47%,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
814,SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi,4,"45,490","72,990",37%,Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
815,CARRIER 2024 Model AI Flexicool Convertible 6,3.9,"34,990","67,790",48%,"Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
816,CARRIER 1 Ton 3 Star Split Inverter AC,3.9,"29,990","56,990",47%,"Annual Power Usage: 704.46 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
817,CARRIER 2024 Model AI Flexicool Convertible 6,4.2,"41,990","76,090",44%,"Annual Power Usage: 754.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
818,MarQ by Flipkart 2024 Range 1.5 Ton 3 Star Split Inverter 4,4.1,"28,490","50,999",44%,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
819,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4,4.1,"31,490","59,999",47%,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
820,IFB AI Convertible 8,3.8,"34,990","62,990",44%,"Annual Power Usage: 991.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
821,Daikin 2023 Model 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter,4.1,"36,990","58,400",36%,Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board),,,
822,Voltas 1.5 Ton 3 Star Split Inverter AC,3.9,"32,990","62,990",47%,Annual Power Usage: 975.26 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
823,Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter,4.1,"45,490","67,200",32%,"Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",,,
824,Voltas 1.5 Ton 5 Star Split Inverter AC,3.9,"38,990","75,990",48%,Annual Power Usage: 751.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
825,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi,4.1,"36,990","55,400",33%,"Annual Power Usage: 1002.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
826,MarQ by Flipkart 2024 Range 1 Ton 3 Star Split Inverter 4,4.1,"26,490","47,999",44%,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
827,LG AI Convertible 6,4.1,"37,690","78,990",52%,"Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",,,
828,Blue Star 1.5 Ton 5 Star Split Inverter AC,4.1,"43,990","74,000",40%,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",,,
829,ONIDA 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"33,490","50,900",34%,Annual Power Usage: 779.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,,,
830,Voltas 2 Ton 3 Star Split Inverter AC,3.9,"43,990","79,990",45%,Annual Power Usage: 1207.93 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
831,IFB AI Convertible 8,3.8,"39,990","71,990",44%,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
832,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,3.9,"35,990","61,250",41%,"Annual Power Usage: 1006.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",,,
833,Lloyd 1.5 Ton 5 Star Split Inverter AC,4.1,"39,990","66,990",40%,Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
834,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 5 Star Split Inverter AC with Wi...",4.1,"44,990","63,400",29%,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
835,Lloyd 1.5 Ton 3 Star Split Inverter AC,4.1,"32,990","58,990",44%,Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
836,Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4,4.1,"29,990","48,000",37%,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
837,SAMSUNG Convertible 5,4.1,"32,990","62,390",47%,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
838,SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi,4,"45,490","72,990",37%,Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
839,CARRIER 2024 Model AI Flexicool Convertible 6,3.9,"34,990","67,790",48%,"Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
840,CARRIER 1 Ton 3 Star Split Inverter AC,3.9,"29,990","56,990",47%,"Annual Power Usage: 704.46 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
841,CARRIER 2024 Model AI Flexicool Convertible 6,4.2,"41,990","76,090",44%,"Annual Power Usage: 754.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
842,MarQ by Flipkart 2024 Range 1.5 Ton 3 Star Split Inverter 4,4.1,"28,490","50,999",44%,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
843,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4,4.1,"31,490","59,999",47%,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
844,IFB AI Convertible 8,3.8,"34,990","62,990",44%,"Annual Power Usage: 991.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
845,Daikin 2023 Model 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter,4.1,"36,990","58,400",36%,Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board),,,
846,Voltas 1.5 Ton 3 Star Split Inverter AC,3.9,"32,990","62,990",47%,Annual Power Usage: 975.26 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
847,Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter,4.1,"45,490","67,200",32%,"Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",,,
848,Voltas 1.5 Ton 5 Star Split Inverter AC,3.9,"38,990","75,990",48%,Annual Power Usage: 751.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
849,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi,4.1,"36,990","55,400",33%,"Annual Power Usage: 1002.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
850,MarQ by Flipkart 2024 Range 1 Ton 3 Star Split Inverter 4,4.1,"26,490","47,999",44%,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
851,LG AI Convertible 6,4.1,"37,690","78,990",52%,"Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",,,
852,Blue Star 1.5 Ton 5 Star Split Inverter AC,4.1,"43,990","74,000",40%,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",,,
853,ONIDA 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"33,490","50,900",34%,Annual Power Usage: 779.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,,,
854,Voltas 2 Ton 3 Star Split Inverter AC,3.9,"43,990","79,990",45%,Annual Power Usage: 1207.93 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
855,IFB AI Convertible 8,3.8,"39,990","71,990",44%,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
856,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,3.9,"35,990","61,250",41%,"Annual Power Usage: 1006.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",,,
857,Lloyd 1.5 Ton 5 Star Split Inverter AC,4.1,"39,990","66,990",40%,Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
858,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 5 Star Split Inverter AC with Wi...",4.1,"44,990","63,400",29%,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
859,Lloyd 1.5 Ton 3 Star Split Inverter AC,4.1,"32,990","58,990",44%,Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
860,Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4,4.1,"29,990","48,000",37%,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
861,SAMSUNG Convertible 5,4.1,"32,990","62,390",47%,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
862,SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi,4,"45,490","72,990",37%,Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
863,CARRIER 2024 Model AI Flexicool Convertible 6,3.9,"34,990","67,790",48%,"Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
864,CARRIER 1 Ton 3 Star Split Inverter AC,3.9,"29,990","56,990",47%,"Annual Power Usage: 704.46 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
865,CARRIER 2024 Model AI Flexicool Convertible 6,4.2,"41,990","76,090",44%,"Annual Power Usage: 754.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
866,MarQ by Flipkart 2024 Range 1.5 Ton 3 Star Split Inverter 4,4.1,"28,490","50,999",44%,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
867,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4,4.1,"31,490","59,999",47%,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
